,unique_id,radius,pre_buf_r,pre_buf_x0,pre_ring_r,pre_ring_x0,post_buf_r,post_buf_x0,post_ring_r,post_ring_x0,total_ring_r,total_ring_x0,buff_diff_growth,ring_diff_growth,ring_buff_diff
447,TUR44,10000,0.07101396957,4.50E-57,0.04051767666,5.98E-32,0.09402644558,1.42E-75,0.07730465942,3.52E-62,0.06202071765,1.07E-49,0.02301247601,0.03678698276,-0.01377450675
448,TUR45,10000,0.0422187017,8.73E-33,0.05701778069,3.33E-45,0.03750937918,7.28E-29,0.04315542599,1.02E-33,0.04877053177,2.08E-38,-0.004709322521,-0.0138623547,0.009153032178
449,TUR46,10000,0.04823205305,1.17E-37,0.04060605618,1.60E-31,0.03508367192,1.06E-26,0.05682240888,5.05E-45,0.04382564209,3.29E-34,-0.01314838112,0.01621635271,-0.02936473383
450,TUR47,10000,0.0338948202,3.47E-26,0.03054863307,2.05E-23,0.08573303148,7.88E-69,0.07663394803,1.38E-61,0.04289348541,9.38E-34,0.05183821128,0.04608531496,0.005752896319
451,TUR48,10000,0.07731166514,1.93E-62,0.08448219035,3.75E-68,0.08567088587,3.73E-69,0.0893387407,4.95E-72,0.08833296086,3.15E-71,0.008359220726,0.004856550349,0.003502670377
452,TUR49,10000,0.04628915323,2.59E-36,0.06811453638,1.12E-54,0.05785441918,6.49E-46,0.08115076997,2.59E-65,0.06507044806,3.34E-52,0.01156526595,0.01303623359,-0.001470967642
453,TUR5,10000,0.051115547,4.94E-40,0.04358747023,6.26E-34,0.0328252877,8.37E-25,0.03861029489,7.81E-30,0.0324145042,1.33E-24,-0.0182902593,-0.004977175345,-0.01331308396
454,TUR50,10000,0.03020566284,1.27E-22,0.01783857163,3.40E-12,0.02938208687,6.26E-22,0.03156689859,7.01E-24,0.02206236454,8.64E-16,-0.0008235759706,0.01372832696,-0.01455190294
455,TUR51,10000,0.03782387721,5.98E-29,0.03524701634,6.45E-27,0.02376179482,4.30E-17,0.03901282116,4.42E-30,0.03685108667,2.93E-28,-0.0140620824,0.003765804823,-0.01782788722
456,TUR52,10000,0.04021156528,6.28E-32,0.04702725351,3.61E-38,0.1209699547,5.07E-97,0.2399134946,1.13E-185,0.1009832739,8.49E-82,0.08075838937,0.1928862411,-0.1121278517
457,TUR53,10000,0.05220216924,2.59E-41,0.04238351176,4.82E-33,0.07143850794,4.05E-57,0.04662497096,1.24E-36,0.03772001293,3.73E-29,0.0192363387,0.004241459201,0.0149948795
458,TUR54,10000,0.05121737659,2.64E-41,0.02166022209,2.47E-16,0.1447417546,1.23E-115,0.1249392297,2.61E-100,0.05543254678,1.44E-44,0.09352437802,0.1032790076,-0.009754629594
459,TUR55,10000,0.05623928102,7.71E-45,0.0331210451,1.45E-25,0.06430084717,1.81E-51,0.04630890811,1.25E-36,0.03723344082,5.12E-29,0.008061566147,0.01318786301,-0.005126296864
460,TUR56,10000,0.04469288634,3.11E-35,0.02931264965,9.65E-23,0.07803842316,1.17E-62,0.1137616121,1.78E-91,0.06087965211,5.80E-49,0.03334553682,0.08444896244,-0.05110342563
461,TUR57,10000,0.02673092863,5.17E-20,0.06867473493,1.85E-55,0.06530603933,3.70E-52,0.1046076211,2.66E-84,0.07950237423,3.26E-64,0.0385751107,0.03593288619,0.002642224516
462,TUR58,10000,0.2003013785,2.14E-156,0.1034338513,3.00E-83,0.1087674471,2.81E-87,0.1272086438,5.83E-102,0.09502238239,1.29E-76,-0.09153393144,0.02377479249,-0.1153087239
463,TUR59,10000,0.02729565779,2.73E-20,0.03579545475,1.51E-27,0.06774085329,5.85E-54,0.07690551378,1.66E-61,0.04740745014,3.16E-37,0.0404451955,0.04111005904,-0.0006648635394
464,TUR6,10000,0.1507407099,3.45E-119,0.09404580815,2.60E-75,0.05758520215,3.80E-46,0.05347064779,1.29E-42,0.04965747007,1.90E-39,-0.09315550778,-0.04057516036,-0.05258034742
465,TUR60,10000,0.03556847712,1.22E-27,0.02988598574,2.02E-23,0.09341820941,4.63E-75,0.121142789,1.76E-97,0.05616293721,2.66E-45,0.05784973228,0.09125680329,-0.033407071
468,TUR8,10000,0.09276584763,1.03E-74,0.0959470404,4.40E-78,0.1124803933,1.75E-90,0.2228839126,9.47E-174,0.1256956583,2.12E-101,0.01971454565,0.1269368722,-0.1072223265
470,TZA1,10000,0.01794080383,5.62E-12,0.0367708713,2.48E-28,0.01859650215,1.39E-12,0.06035119498,6.04E-48,0.04464074875,6.67E-35,0.0006556983189,0.02358032368,-0.02292462536
471,TZA2,10000,0.0125599974,2.26E-07,0.03928011908,1.87E-30,0.02074495974,2.03E-14,0.07130591963,6.06E-57,0.04668863195,1.26E-36,0.008184962335,0.03202580055,-0.02384083821
472,TZA3,10000,0.01054974714,1.15E-05,0.03027891613,7.34E-23,0.02661119108,1.96E-19,0.08336513523,1.04E-66,0.0432612798,9.83E-34,0.01606144395,0.05308621911,-0.03702477516
473,TZA4,10000,0.1154126991,2.27E-92,0.08030654473,1.50E-64,0.06112946124,3.48E-49,0.03456928195,4.86E-27,0.03647069049,1.24E-28,-0.05428323782,-0.04573726278,-0.008545975034
479,URY11,10000,0.01725827896,1.67E-11,0.01309311304,4.63E-08,0.02839763973,5.31E-21,0.03337533832,2.37E-25,0.01930439577,2.28E-13,0.01113936076,0.02028222528,-0.009142864515
482,URY4,10000,0.5792682927,0,-0.2506527415,8.19E+252,0.02816106006,3.52E-21,0.04189815481,3.85E-33,0.03831412987,3.92E-30,-0.5511072326,0.2925508963,-0.843658129
483,URY5,10000,0.4083521869,3.75E-294,1.845621369,0,0.04536756148,6.48E-36,0.08030948458,5.41E-65,0.09992402735,1.07E-80,-0.3629846254,-1.765311884,1.402327259
485,URY8,10000,0.001948415094,306.1522565,0.005306678062,0.2697561198,0.0164588699,8.45E-11,0.01615045463,1.12E-10,0.005637280151,0.1391104414,0.01451045481,0.01084377656,0.003666678241
486,URY9,10000,0.002932374669,37.93375006,0.005010541806,0.4527730982,0.01891284144,5.91E-13,0.02168863942,1.88E-15,0.006856447579,0.01148755797,0.01598046677,0.01667809761,-0.0006976308402
487,VNM1,10000,0.1179616748,8.07E-94,0.1174441275,1.82E-93,0.04164511205,2.80E-32,0.03330631102,2.21E-25,0.06372950639,9.93E-51,-0.07631656278,-0.08413781652,0.007821253739
488,VNM10,10000,0.07658243177,9.18E-61,0.08297352061,4.88E-66,0.03127796506,1.99E-23,0.03661773422,4.95E-28,0.04754130258,3.48E-37,-0.04530446671,-0.04635578639,0.001051319681
489,VNM105,10000,0.1088629159,5.63E-87,0.1011988239,4.31E-81,0.06113791371,1.03E-48,0.04639468966,1.06E-36,0.06570277813,1.17E-52,-0.04772500223,-0.05480413425,0.007079132026
490,VNM11,10000,0.0884323695,9.93E-71,0.07172460361,3.29E-57,0.04763866602,1.56E-37,0.04400277077,1.90E-34,0.05015697625,1.44E-39,-0.04079370348,-0.02772183284,-0.01307187064
491,VNM117,10000,0.1348046251,5.11E-107,0.1142472807,3.81E-91,0.0466135871,1.28E-36,0.0473357504,2.56E-37,0.06682176127,2.04E-53,-0.08819103802,-0.06691153034,-0.02127950769
492,VNM118,10000,0.1079824954,2.30E-86,0.09419367532,1.73E-75,0.04077840267,6.32E-32,0.03599422993,6.35E-28,0.06102075631,9.05E-49,-0.06720409275,-0.05819944539,-0.009004647358
493,VNM129,10000,0.1278692471,1.23E-101,0.1292498363,9.50E-103,0.03337063314,1.44E-25,0.03589485763,9.82E-28,0.06513398385,4.81E-52,-0.09449861399,-0.09335497863,-0.00114363536
494,VNM131,10000,0.1080137325,2.16E-86,0.140843542,9.49E-112,0.05836222467,1.34E-46,0.03697914707,7.67E-29,0.05971274682,8.88E-48,-0.04965150782,-0.103864395,0.05421288714
498,VNM148,10000,0.2631119353,2.51E-200,0.5541081083,0,0.08952829664,5.13E-72,0.11173541,9.32E-90,0.1345819731,1.64E-107,-0.1735836387,-0.4423726983,0.2687890597
501,VNM154,10000,0.1982817686,1.09E-154,0.1531207829,3.15E-121,0.05288576528,3.38E-42,0.04385115492,1.18E-34,0.08096801039,3.59E-65,-0.1453960033,-0.109269628,-0.03612637535
502,VNM158,10000,0.1997206711,5.93E-156,0.1306184654,4.07E-104,0.1046505672,3.62E-84,0.06928024371,1.23E-55,0.08735250923,2.92E-70,-0.09507010393,-0.06133822172,-0.03373188221
503,VNM162,10000,0.154573494,1.48E-121,0.2195789281,2.75E-169,0.0448043522,8.32E-35,0.06194413061,3.62E-49,0.08036210064,3.54E-64,-0.1097691417,-0.1576347974,0.0478656557
505,VNM165,10000,0.1735486411,1.15E-135,0.1664405324,1.11E-130,0.03974003474,1.47E-30,0.05728198141,2.76E-45,0.07995167531,8.31E-64,-0.1338086063,-0.109158551,-0.02465005537
506,VNM166,10000,0.3287024341,6.61E-244,0.2944011486,3.12E-221,0.09580674821,1.29E-76,0.08612319742,5.44E-69,0.1141001247,3.41E-91,-0.2328956859,-0.2082779511,-0.02461773472
507,VNM167,10000,0.3817931289,6.88E-278,0.3251735808,1.27E-241,0.09322030516,1.43E-74,0.0859304414,7.51E-69,0.1166144343,3.54E-93,-0.2885728238,-0.2392431394,-0.04932968439
508,VNM168,10000,0.5231865438,0,0.3581611814,5.63E-263,0.08788689518,2.58E-70,0.08282104256,2.38E-66,0.1208720398,1.67E-96,-0.4352996486,-0.2753401389,-0.1599595097
512,VNM2,10000,0.08410577622,2.49E-67,0.1035056199,1.14E-82,0.06861171445,7.71E-55,0.05265204715,1.25E-41,0.07257807896,5.33E-58,-0.01549406178,-0.05085357275,0.03535951097
515,VNM22,10000,0.164216823,3.50E-129,0.1090009452,6.84E-87,0.05875828255,1.49E-46,0.04957160624,5.47E-39,0.07155822818,4.38E-57,-0.1054585405,-0.05942933893,-0.04602920153
516,VNM222,10000,0.188413438,1.29E-147,0.1638387899,2.06E-129,0.1084585806,4.60E-87,0.08802167482,6.70E-71,0.1052255074,1.34E-84,-0.07995485743,-0.07581711503,-0.004137742399
518,VNM23,10000,0.1980637912,1.15E-153,0.1136894187,3.00E-90,0.03702071103,2.63E-28,0.03803905721,3.41E-29,0.04966799333,6.41E-39,-0.1610430802,-0.07565036152,-0.08539271866
519,VNM231,10000,0.7251059012,0,0.2879857072,3.91E-217,0.06407451791,1.14E-51,0.07469837491,4.40E-60,0.09786556088,1.06E-78,-0.6610313833,-0.2132873323,-0.447744051
520,VNM24,10000,0.09544401017,1.38E-75,0.1829212671,2.09E-142,0.009807054034,6.31E-05,0.0253360726,2.50E-18,0.04782681669,2.84E-37,-0.08563695614,-0.1575851945,0.07194823838
521,VNM25,10000,0.185123642,1.87E-144,0.1598461363,1.15E-125,0.02639805624,2.22E-19,0.0232301715,1.10E-16,0.06922766203,4.36E-55,-0.1587255858,-0.1366159648,-0.02210962093
522,VNM255,10000,0.5080874407,0,0.1643540491,4.49E-130,0.07161699324,9.78E-58,0.1156930049,5.82E-93,0.1310294823,6.95E-105,-0.4364704474,-0.04866104423,-0.3878094032
523,VNM258,10000,0.1582969691,5.37E-125,0.2329936609,5.09E-180,0.04121264125,2.14E-32,0.1171165305,1.95E-94,0.1244955542,3.54E-100,-0.1170843278,-0.1158771304,-0.001207197409
524,VNM26,10000,0.1370690578,3.95E-108,0.09753229423,1.55E-77,0.02580617367,1.01E-18,0.03440214187,4.16E-26,0.04488979959,6.48E-35,-0.1112628841,-0.06313015236,-0.04813273173
525,VNM28,10000,0.1931906631,1.56E-150,0.1541512657,8.98E-122,0.06345263478,1.81E-50,0.06394403655,6.04E-51,0.09462555761,9.08E-76,-0.1297380283,-0.09020722918,-0.0395307991
526,VNM281,10000,0.08537386482,1.81E-68,0.08634183677,2.06E-69,0.01275681118,2.56E-08,0.04940288491,1.68E-39,0.03954615688,3.21E-31,-0.07261705364,-0.03693895186,-0.03567810178
527,VNM287,10000,0.1177054846,2.89E-94,0.2637555861,2.43E-201,0.07091415252,6.72E-57,0.0947185329,2.29E-76,0.1530168996,1.14E-121,-0.04679133212,-0.1690370532,0.122245721
528,VNM3,10000,0.0866099514,5.40E-69,0.05689645905,7.01E-45,0.0475620278,3.76E-37,0.03636635386,8.36E-28,0.04421704397,2.15E-34,-0.0390479236,-0.02053010519,-0.0185178184
531,VNM325,10000,0.1105818513,2.20E-88,0.2212531375,9.98E-171,0.06305710077,2.63E-50,0.05946732234,1.93E-47,0.07708105147,7.78E-62,-0.04752475049,-0.1617858151,0.1142610646
532,VNM326,10000,0.1551372053,1.50E-122,0.1270766559,3.61E-101,0.0410274171,4.63E-32,0.03354920334,8.00E-26,0.06732578341,6.56E-54,-0.1141097882,-0.09352745255,-0.02058233566
534,VNM342,10000,0.1739154645,1.74E-136,0.1825899069,6.24E-143,0.1090223229,4.54E-87,0.1036401495,6.74E-83,0.1238546865,9.91E-99,-0.06489314153,-0.07894975741,0.01405661588
535,VNM36,10000,0.1656744627,3.37E-130,0.1735334862,2.99E-136,0.04898654936,1.57E-38,0.06541556801,2.87E-52,0.09231577628,4.84E-74,-0.1166879133,-0.1081179182,-0.008569995091
536,VNM37,10000,0.1684742879,1.92E-132,0.1246949334,2.44E-99,0.04643708576,1.77E-36,0.04739200376,2.12E-37,0.07599233496,6.27E-61,-0.1220372022,-0.07730292967,-0.0447342725
537,VNM373,10000,0.09328888626,7.93E-75,0.1106330854,1.97E-88,0.05719918479,1.13E-45,0.03745217362,3.35E-29,0.05700633941,1.71E-45,-0.03608970146,-0.07318091173,0.03709121027
538,VNM379,10000,0.181990639,3.21E-142,0.2120131788,6.51E-164,0.05145789159,1.56E-40,0.04470033032,5.93E-35,0.07259428583,5.84E-58,-0.1305327474,-0.1673128485,0.03678010105
539,VNM38,10000,0.1468640566,5.36E-116,0.2048657682,3.39E-159,0.050713152,7.31E-40,0.06116553751,1.04E-48,0.1161629555,7.56E-93,-0.09615090458,-0.1437002307,0.04754932608
540,VNM381,10000,0.1803794375,1.32E-140,0.1747258707,1.11E-136,0.01873044478,1.11E-12,0.03431300784,4.88E-26,0.07370572217,1.11E-58,-0.1616489927,-0.1404128629,-0.02123612984
541,VNM382,10000,0.2870860139,1.90E-216,0.2303691838,2.54E-177,0.05358097098,2.54E-42,0.06763754041,5.48E-54,0.1177402077,4.89E-94,-0.233505043,-0.1627316434,-0.07077339954
542,VNM383,10000,0.2819878383,5.09E-213,0.2220187345,2.17E-171,0.05571384602,4.24E-44,0.06713696023,1.48E-53,0.1166310867,3.77E-93,-0.2262739923,-0.1548817743,-0.07139221805
543,VNM385,10000,0.183798543,1.09E-143,0.196572616,6.77E-153,0.05264204935,1.81E-41,0.04744301486,3.78E-37,0.09687948903,2.00E-77,-0.1311564936,-0.1491296012,0.01797310755
544,VNM39,10000,0.2220580131,1.61E-171,0.2149934133,2.89E-166,0.07496557817,4.12E-60,0.05677955153,3.05E-45,0.07443244128,1.05E-59,-0.147092435,-0.1582138618,0.01112142683
545,VNM390,10000,0.2438157673,9.39E-187,0.1939038758,3.28E-151,0.05127165109,2.21E-40,0.06268689543,6.71E-50,0.1162093408,8.05E-93,-0.1925441162,-0.1312169804,-0.06132713581
546,VNM404,10000,0.2069133951,1.30E-160,0.2232258968,2.63E-172,0.03372699544,7.48E-26,0.03591680437,8.89E-28,0.0981725067,9.45E-79,-0.1731863997,-0.1873090924,0.01412269274
547,VNM408,10000,0.1971691214,3.59E-153,0.1851066538,1.91E-144,0.02677588371,1.44E-19,0.03318131523,4.30E-25,0.09136314473,6.08E-73,-0.1703932377,-0.1519253385,-0.01846789914
548,VNM412,10000,0.1873463946,3.63E-146,0.1724491267,3.19E-135,0.03221129438,3.27E-24,0.03500422163,1.13E-26,0.09828632682,1.64E-78,-0.1551351003,-0.1374449051,-0.01769019518
549,VNM414,10000,0.3393960782,3.64E-251,0.2869940879,1.86E-216,0.08364866441,6.68E-67,0.0679711814,2.74E-54,0.1330564489,5.91E-106,-0.2557474138,-0.2190229065,-0.03672450731
550,VNM420,10000,0.1990805359,4.37E-154,0.1269143585,2.63E-100,0.02444374929,1.72E-17,0.02850391213,5.34E-21,0.0401215944,8.36E-31,-0.1746367866,-0.09841044637,-0.07622634019
551,VNM421,10000,0.2288480828,2.50E-175,0.1414706727,1.98E-111,0.01449586927,5.71E-09,0.02198404846,1.86E-15,0.04031498084,5.61E-31,-0.2143522136,-0.1194866242,-0.09486558938
552,VNM424,10000,0.18090796,6.56E-141,0.1694307095,1.39E-132,0.005128160926,0.6896938343,0.01811681777,3.63E-12,0.05915445487,1.12E-46,-0.1757797991,-0.1513138918,-0.02446590731
553,VNM427,10000,0.2313112394,4.80E-178,0.1999991937,1.34E-155,0.0396540143,1.04E-30,0.03538771858,4.10E-27,0.1162193531,8.77E-93,-0.1916572251,-0.1646114751,-0.02704575001
554,VNM430,10000,0.1977811794,2.66E-153,0.1544815884,2.84E-121,0.02964718602,6.10E-22,0.026411144,3.14E-19,0.0430065313,3.12E-33,-0.1681339934,-0.1280704444,-0.040063549
555,VNM431,10000,0.2374940582,2.56E-182,0.1954664487,3.59E-152,0.06012576926,1.36E-47,0.02644299562,1.79E-19,0.1025639744,5.76E-82,-0.1773682889,-0.169023453,-0.008344835875
556,VNM432,10000,0.1304416889,2.56E-103,0.3290193608,5.08E-244,0.03651066573,4.93E-28,0.05075777762,3.73E-40,0.08362897276,4.78E-67,-0.09393102318,-0.2782615832,0.18433056
563,VNM470,10000,0.1640241569,9.52E-130,0.5052046891,0,0.06974713492,4.91E-56,0.09338236028,2.34E-75,0.1818082168,2.88E-143,-0.094277022,-0.4118223288,0.3175453068
565,VNM494,10000,0.1596786811,7.21E-126,0.2023721824,3.55E-157,0.07578482223,1.43E-60,0.06485549463,1.18E-51,0.09781739695,2.84E-78,-0.08389385889,-0.1375166878,0.05362282887
566,VNM5,10000,0.1018805522,2.57E-81,0.126506297,1.35E-100,0.05021051933,1.51E-39,0.05624369612,1.26E-44,0.07390234384,4.21E-59,-0.05167003285,-0.07026260092,0.01859256807
568,VNM63,10000,0.1366647311,2.26E-108,0.124083308,8.36E-99,0.03723206945,9.01E-29,0.03729905728,6.05E-29,0.06580505514,1.27E-52,-0.09943266163,-0.08678425075,-0.01264841089
569,VNM64,10000,0.1185556681,2.14E-94,0.10707703,1.76E-85,0.05189107863,5.40E-41,0.04230137229,4.75E-33,0.06496586052,7.85E-52,-0.06666458944,-0.06477565769,-0.001888931742
570,VNM67,10000,0.0827294632,2.28E-66,0.09153744476,2.06E-73,0.02099996664,2.44E-15,0.03151042542,3.23E-24,0.05377833935,7.33E-43,-0.06172949656,-0.06002701933,-0.001702477228
571,VNM69,10000,0.1387473674,7.20E-110,0.1401848813,6.44E-111,0.05601103293,2.54E-44,0.04471668694,5.83E-35,0.066279874,8.43E-53,-0.08273633446,-0.09546819434,0.01273185988
572,VNM8,10000,0.1270198185,3.26E-101,0.1305977208,6.39E-104,0.0649766742,4.92E-52,0.05759757907,5.60E-46,0.07045774263,1.57E-56,-0.06204314429,-0.07300014172,0.01095699743
573,VNM85,10000,0.1124266719,9.27E-90,0.1011193547,6.80E-81,0.01552136506,2.13E-10,0.01308026058,2.18E-08,0.04855803856,1.86E-38,-0.09690530684,-0.08803909416,-0.008866212684
574,VNM86,10000,0.1086216527,1.02E-86,0.08952500955,8.36E-72,0.01684731171,1.85E-11,0.01183081666,2.20E-07,0.05016811772,7.12E-40,-0.09177434095,-0.07769419289,-0.01408014806
575,VNM88,10000,-0.2305475504,1.66E+230,-0.1319113107,8.55E+125,0.05542781639,7.10E-44,0.04752502742,2.26E-37,0.04693536272,7.00E-37,0.2859753668,0.1794363381,0.1065390287
576,VNM89,10000,0.1009353835,9.94E-81,0.07104964847,9.64E-57,0.09675575076,1.65E-77,0.05501485081,1.10E-43,0.0536950206,1.45E-42,-0.004179632733,-0.01603479766,0.01185516493
577,VNM92,10000,0.07015164431,3.60E-56,0.05661571904,5.50E-45,0.07800008166,2.07E-62,0.04494880303,2.86E-35,0.05404733166,7.69E-43,0.007848437352,-0.01166691601,0.01951535336
578,VNM95,10000,0.1439410811,3.64E-114,0.1195077466,2.13E-95,0.0416485407,1.26E-32,0.05198002034,3.02E-41,0.08205424631,7.13E-66,-0.1022925404,-0.06752772628,-0.03476481407
579,VNM97,10000,0.1064855018,5.25E-85,0.1042348275,2.55E-83,0.06118425159,1.21E-48,0.05732934333,1.48E-45,0.07446125286,1.36E-59,-0.04530125024,-0.04690548415,0.001604233907
580,VNM98,10000,0.1129573886,3.90E-90,0.1100633939,5.12E-88,0.06323251806,2.15E-50,0.04810585817,4.48E-38,0.06948146946,1.06E-55,-0.04972487051,-0.06195753574,0.01223266523
581,ZAF1,10000,0.03339582503,1.21E-25,0.03855804614,6.29E-30,0.05762918101,8.83E-46,0.01870537907,3.37E-13,0.0190214705,1.81E-13,0.02423335597,-0.01985266707,0.04408602305
582,ZAF2,10000,0.01450959475,2.09E-09,0.01646034911,3.04E-11,0.02248583325,3.07E-16,0.02196908426,5.42E-16,0.01383934516,5.18E-09,0.007976238501,0.005508735156,0.002467503345
583,ZWE1,10000,0.0129882856,3.11E-08,0.002102274424,82.81761714,0.0362930103,3.94E-28,0.001909392921,132.6242325,0.003989543093,1.922712283,0.0233047247,-0.0001928815034,0.0234976062